Id,LotArea,Street,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
217,4750,Pave,Inside,8,5,2006,2007,1573,1625,0,1625,2,0,2,1,5,1,Attchd,2006,2,538,2007,235000
218,8366,Pave,Inside,6,5,2004,2004,798,798,842,1640,2,1,3,1,6,0,Attchd,2004,2,520,2008,173000
219,9350,Pave,Inside,6,7,1964,1991,1302,1302,0,1302,2,0,3,1,7,0,Attchd,1964,1,309,2007,158000
220,8400,Pave,Inside,5,6,1957,1957,1314,1314,0,1314,1,0,3,1,5,0,Attchd,1957,1,294,2010,145000
221,8738,Pave,Inside,7,5,1999,1999,975,1005,1286,2291,2,1,4,1,8,1,BuiltIn,1999,2,429,2006,230000
222,8791,Pave,Inside,6,5,2003,2003,864,864,864,1728,2,1,3,1,7,0,Attchd,2003,2,673,2008,207500
223,8814,Pave,Inside,7,5,2006,2006,1604,1604,0,1604,2,1,3,1,8,1,Attchd,2006,2,660,2009,220000
224,12435,Pave,Inside,7,5,2001,2001,963,963,829,1792,2,1,3,1,7,1,Attchd,2001,2,564,2008,231500
225,12702,Pave,Inside,5,5,1956,1956,0,882,0,882,1,0,2,1,4,0,Detchd,1956,1,308,2008,97000
226,19296,Pave,Corner,6,5,1962,1962,1362,1382,0,1382,1,0,3,1,6,1,Attchd,1991,2,884,2009,176000
227,9588,Pave,Inside,8,5,2007,2007,1482,1482,1092,2574,2,1,3,1,10,1,BuiltIn,2007,3,868,2007,276000
228,8471,Pave,Corner,6,7,1977,1995,506,1212,0,1212,1,0,3,1,6,1,Attchd,1978,2,492,2006,151000
229,5500,Pave,Corner,5,7,1929,2001,926,926,0,1316,1,0,3,1,6,0,Detchd,1974,2,484,2010,130000
230,5232,Pave,Inside,5,5,1925,2004,680,764,0,764,1,0,2,1,4,0,Detchd,1965,2,504,2008,73000
231,12090,Pave,Inside,6,6,1981,1981,1422,1422,0,1422,2,0,3,1,7,1,Attchd,1981,2,576,2008,175500
232,11207,Pave,FR2,6,5,1997,1997,802,802,709,1511,2,1,3,1,8,1,Attchd,1997,2,413,2006,185000
233,8400,Pave,Inside,5,8,1939,1997,720,1052,720,2192,2,1,4,1,8,1,Detchd,1939,1,240,2008,179500
234,6900,Pave,Inside,5,6,1940,1955,740,778,0,778,1,0,2,1,4,1,Detchd,1966,1,924,2008,120500
235,7917,Pave,Corner,6,7,1976,1976,1143,1113,0,1113,1,1,3,1,6,1,Attchd,1987,1,504,2007,148000
236,10728,Pave,Inside,8,5,2006,2006,1095,1095,844,1939,2,1,3,1,8,1,Attchd,2006,3,1053,2006,266000
237,39104,Pave,CulDSac,7,7,1954,2005,1385,1363,0,1363,1,0,2,1,5,2,Attchd,1954,2,439,2008,241500
238,11764,Pave,CulDSac,8,7,1999,2007,1152,1164,1106,2270,2,1,4,1,9,1,Attchd,1999,3,671,2010,290000
239,9600,Pave,Inside,6,6,1958,1988,1240,1632,0,1632,2,0,3,1,6,1,Attchd,1958,1,338,2009,139000
240,8314,Pave,Corner,5,7,1982,1982,816,816,0,816,1,0,2,1,5,0,Attchd,1982,1,264,2007,124500
241,7264,Pave,Inside,7,7,1925,2007,952,952,596,1548,2,1,3,1,5,0,Detchd,1978,2,672,2009,205000
242,9196,Pave,Inside,7,5,2003,2003,1560,1560,0,1560,2,0,3,1,7,0,Attchd,2003,2,573,2010,201000
243,19138,Pave,Corner,4,5,1951,1951,864,864,0,864,1,0,2,1,4,0,Detchd,1951,2,400,2010,141000
244,14450,Pave,Inside,9,5,2006,2007,2121,2121,0,2121,2,1,3,1,8,1,Attchd,2007,3,732,2007,415298
245,10005,Pave,Inside,7,5,1977,1977,1160,1156,866,2022,2,1,4,1,8,1,Attchd,1977,2,505,2008,192000
246,11287,Pave,Inside,7,6,1989,1989,807,1175,807,1982,2,1,3,1,7,1,Attchd,1989,2,575,2007,228500
247,7200,Pave,Inside,6,5,2006,2006,1262,1262,0,1262,2,0,2,1,5,0,Attchd,2006,2,572,2006,185000
248,5063,Pave,Inside,7,5,2007,2008,1314,1314,0,1314,2,0,2,1,6,1,Attchd,2008,2,626,2009,207500
249,9612,Pave,Inside,8,5,2008,2009,1468,1468,0,1468,2,0,3,1,6,1,Attchd,2008,3,898,2009,244600
250,8012,Pave,Inside,6,5,1992,1992,1575,1575,0,1575,2,0,2,1,5,0,Attchd,1992,2,529,2007,179200
251,4251,Pave,Inside,7,5,2006,2007,625,625,625,1250,2,1,2,1,5,0,Detchd,2006,2,528,2007,164700
252,9786,Pave,Inside,6,7,1962,1981,912,1085,649,1734,1,1,3,1,7,1,Attchd,1962,2,440,2006,159000
253,8125,Pave,Corner,4,4,1971,1971,858,858,0,858,1,0,3,1,5,0,NA,NA,0,0,2006,88000
254,9819,Pave,Inside,5,5,1967,1967,882,900,0,900,1,0,3,1,5,0,Detchd,1970,1,280,2010,122000
255,8730,Pave,Inside,6,7,1915,2003,698,698,698,1396,1,0,3,1,7,0,Detchd,2003,1,384,2007,153575
256,15611,Pave,Inside,8,5,2006,2006,1079,1079,840,1919,2,1,3,1,8,1,Attchd,2006,2,685,2006,233230
257,5687,Pave,Inside,5,6,1912,2000,780,936,780,1716,2,0,6,1,9,0,NA,NA,0,0,2008,135900
258,11409,Pave,Inside,5,4,1949,2008,768,1148,568,1716,1,1,3,1,8,1,Attchd,1949,1,281,2009,131000
259,16659,Pave,Corner,7,7,1977,1994,795,1468,795,2263,2,1,3,1,9,1,Attchd,1977,2,539,2006,235000
260,9600,Pave,Inside,6,5,1953,1953,1416,1644,0,1644,1,0,3,1,7,2,Attchd,1953,2,418,2009,167000
261,7937,Pave,CulDSac,6,6,1984,1984,1003,1003,0,1003,1,0,3,1,6,0,Detchd,1984,2,588,2006,142500
262,13710,Pave,Inside,5,5,1950,1950,910,910,648,1558,1,1,4,1,6,0,Attchd,1950,1,282,2007,152000
263,7399,Pave,Inside,7,5,1997,1998,975,975,975,1950,2,1,3,1,7,1,Detchd,1997,2,576,2007,239000
264,11700,Pave,Inside,6,6,1968,1968,702,1041,702,1743,1,2,3,1,7,1,Attchd,1968,2,539,2007,175000
265,14000,Pave,Inside,6,8,1950,2004,1092,1152,0,1152,1,0,3,1,6,1,Attchd,1950,1,300,2009,158500
266,15750,Pave,Corner,5,5,1953,1953,1165,1336,0,1336,1,0,2,1,5,2,Attchd,1953,1,375,2006,157000
267,16226,Pave,Inside,8,5,1998,1999,1028,1210,1242,2452,2,1,4,1,9,1,BuiltIn,1998,2,683,2007,267000
268,13704,Pave,Corner,7,5,2001,2002,1541,1541,0,1541,2,0,3,1,6,1,Attchd,2001,3,843,2006,205000
269,9800,Pave,Corner,5,7,1972,1972,894,894,0,894,1,0,3,1,5,0,Attchd,1975,2,552,2006,149900
270,18386,Pave,Inside,7,9,1880,2002,1470,1675,1818,3493,3,0,3,1,10,1,Attchd,2003,3,870,2008,295000
271,10386,Pave,Inside,8,5,2004,2005,2000,2000,0,2000,2,0,3,1,8,0,Attchd,2004,3,888,2007,305900
272,13474,Pave,Inside,7,5,1990,1991,700,1122,1121,2243,2,1,4,1,8,1,Attchd,1990,3,746,2007,225000
273,7920,Pave,Inside,6,7,1920,1950,319,1035,371,1406,1,0,3,1,6,0,NA,NA,0,0,2008,89500
274,12342,Pave,Inside,4,5,1940,1950,861,861,0,861,1,0,1,1,4,0,Detchd,1961,2,539,2009,82500
275,12378,Pave,Inside,9,5,2003,2004,1896,1944,0,1944,2,0,3,1,8,3,Attchd,2003,3,708,2006,360000
276,7685,Pave,Inside,6,5,1993,1994,697,697,804,1501,2,1,3,1,6,1,Attchd,1993,2,420,2006,165600
277,8000,Pave,Inside,6,6,1948,2002,972,972,0,972,1,0,2,1,5,1,Detchd,1948,1,240,2009,132000
278,7800,Pave,Inside,5,7,1939,1950,793,793,325,1118,1,0,3,1,5,1,Detchd,1939,2,410,2006,119900
279,215245,Pave,Inside,7,5,1965,1965,2136,2036,0,2036,2,0,3,1,8,2,Attchd,1965,2,513,2009,375000
280,9600,Pave,Inside,7,7,1925,1990,728,832,809,1641,1,1,3,1,6,1,Detchd,1925,2,546,2006,178000
281,7795,Pave,Inside,7,5,2004,2005,716,716,716,1432,2,1,3,1,6,1,Attchd,2004,2,432,2009,188500
282,13005,Pave,Corner,7,7,1980,1980,845,1153,1200,2353,2,1,4,1,10,1,Attchd,1983,2,484,2009,260000
283,9000,Pave,Inside,8,5,2006,2006,1088,1088,871,1959,2,1,3,1,8,1,Attchd,2006,3,1025,2007,270000
284,9900,Pave,Inside,7,5,1993,1993,1347,1372,1274,2646,2,1,4,1,9,1,Attchd,1993,3,656,2009,260000
285,14115,Pave,Inside,7,5,1980,1980,1372,1472,0,1472,2,0,3,1,6,2,Attchd,1980,2,588,2009,187500
286,16259,Pave,Corner,9,5,2006,2006,1249,1249,1347,2596,3,1,4,1,9,0,Attchd,2006,3,840,2006,342643
287,12099,Pave,Inside,8,5,2004,2004,1136,1136,1332,2468,2,1,4,1,10,1,BuiltIn,2004,3,872,2007,354000
288,10380,Pave,Inside,7,5,1986,1987,1502,1553,1177,2730,2,1,4,1,8,1,Attchd,1987,2,576,2007,301000
289,5820,Pave,Inside,3,8,1955,2005,1162,1163,0,1163,1,0,3,1,6,0,Attchd,1955,1,220,2006,126175
290,11275,Pave,Corner,7,7,1967,2007,710,1898,1080,2978,2,1,5,1,11,1,BuiltIn,1961,2,564,2010,242000
291,5000,Pave,Inside,5,6,1941,1950,720,803,0,803,1,0,2,1,5,0,Detchd,1941,2,360,2007,87000
292,10846,Pave,CulDSac,8,5,1993,1993,1719,1719,0,1719,1,1,1,1,6,2,Attchd,1993,2,473,2008,324000
293,11600,Pave,Inside,6,5,1960,1960,1383,1383,0,1383,1,1,3,1,7,0,Attchd,1960,1,292,2006,145250
294,11888,Pave,Inside,6,6,1916,1994,844,1445,689,2134,2,0,5,1,10,0,Detchd,1930,2,441,2009,214500
295,6402,Pave,Corner,5,5,1920,1950,596,596,596,1192,1,0,3,1,6,0,Detchd,1920,1,189,2009,78000
296,10624,Pave,Inside,5,4,1964,1964,1728,1728,0,1728,2,0,6,2,10,0,Detchd,2002,1,352,2007,119000
297,8176,Pave,Inside,5,6,1958,1992,1056,1056,0,1056,1,0,3,1,6,0,Attchd,1958,1,308,2007,139000
298,10655,Pave,Inside,8,5,2003,2004,3206,1629,0,1629,2,0,3,1,7,1,Attchd,2003,3,880,2009,284000
299,14191,Pave,Inside,8,5,2002,2002,967,993,915,1908,2,1,4,1,9,0,Attchd,2002,2,431,2010,202900
300,8400,Pave,Inside,4,4,1950,1950,721,841,0,841,1,0,2,1,4,0,CarPort,1950,1,294,2009,82000
301,8544,Pave,Inside,3,4,1949,1950,0,1040,0,1040,2,0,2,2,6,0,Detchd,1949,2,400,2006,87500
302,8849,Pave,Inside,9,5,2005,2005,1684,1684,0,1684,2,0,2,1,6,1,Attchd,2005,2,564,2008,266000
303,2592,Pave,Inside,5,3,1976,1976,536,536,576,1112,1,1,3,1,4,0,Attchd,1976,1,336,2010,85000
304,6435,Pave,Inside,6,5,1939,1950,972,972,605,1577,1,0,3,1,6,1,Detchd,1939,1,312,2006,140200
305,20431,Pave,Inside,9,5,2005,2006,1848,1848,880,2728,2,1,4,1,10,2,Attchd,2006,3,706,2006,437154
306,7820,Pave,Inside,9,5,2007,2007,1869,1869,0,1869,2,0,2,1,6,1,Attchd,2007,2,617,2007,318061
307,5271,Pave,Inside,7,5,1986,1986,1453,1453,0,1453,1,1,2,1,6,1,Attchd,1986,2,445,2006,190000
308,9084,Pave,Inside,5,6,1941,1950,616,616,495,1111,1,0,3,1,5,0,Detchd,1941,1,200,2008,95000
309,8520,Pave,Inside,6,8,1928,2003,624,720,0,720,1,0,2,1,5,0,Detchd,2005,2,484,2010,105900
310,8400,Pave,Inside,6,5,1940,2000,940,1192,403,1595,1,0,2,1,6,2,Attchd,1940,1,240,2006,140000
311,11249,Pave,Inside,6,5,1995,1995,1200,1200,0,1200,2,0,3,1,6,0,Attchd,1995,2,521,2007,177500
312,9248,Pave,Inside,6,6,1992,1992,1158,1167,0,1167,2,0,3,1,6,0,Attchd,1992,2,400,2009,173000
313,4224,Pave,Inside,5,5,1976,1976,1142,1142,0,1142,1,1,3,1,6,1,Attchd,1976,2,528,2007,134000
314,6930,Pave,Inside,5,4,1958,1958,1062,1352,0,1352,1,0,3,1,6,0,BuiltIn,1958,1,288,2006,130000
315,12011,Pave,CulDSac,8,5,1998,1998,1086,1086,838,1924,2,1,3,1,7,1,Attchd,1998,2,592,2006,280000
316,7540,Pave,CulDSac,6,6,1978,1978,888,912,0,912,1,0,2,1,5,1,Attchd,1978,2,470,2007,156000
317,9144,Pave,Inside,5,5,1940,1982,883,988,517,1505,1,0,3,1,8,0,Detchd,1940,1,240,2008,145000
318,7301,Pave,Corner,7,5,2003,2003,0,495,1427,1922,3,0,4,1,7,1,BuiltIn,2003,2,672,2009,198500
319,1680,Pave,Inside,6,8,1972,2007,483,483,504,987,1,1,2,1,5,0,Detchd,1972,1,264,2009,118000
320,18800,Pave,FR2,6,5,1976,1976,796,790,784,1574,2,1,3,1,6,1,Attchd,1976,2,566,2006,190000
321,10690,Pave,Inside,5,7,1920,1997,672,672,672,1344,1,0,3,1,6,0,Detchd,1964,1,468,2009,147000
322,9500,Pave,Inside,6,5,1963,1963,1394,1394,0,1394,1,1,3,1,6,2,Attchd,1963,2,514,2009,159000
323,9150,Pave,Corner,6,5,1962,1962,1099,1431,0,1431,1,0,3,1,6,1,Basment,1962,1,296,2008,165000
324,7800,Pave,Inside,5,6,1954,1954,1268,1268,0,1268,1,0,2,1,7,1,Attchd,1954,1,244,2010,132000
325,9830,Pave,Corner,5,7,1959,2006,1063,1287,0,1287,1,0,3,1,7,1,Detchd,1997,2,576,2010,162000
326,8121,Pave,Inside,6,5,2000,2000,953,953,711,1664,2,1,3,1,7,1,Attchd,2000,2,460,2006,172400
327,17120,Pave,Inside,4,4,1959,1959,0,1120,468,1588,2,0,4,1,7,1,Detchd,1991,2,680,2008,134432
328,7175,Pave,Inside,6,5,1984,1984,744,752,0,752,1,0,2,1,4,0,Attchd,1984,1,264,2010,125000
329,10634,Pave,Inside,5,6,1953,1953,608,1319,0,1319,1,0,3,1,5,0,Attchd,1953,1,270,2009,123000
330,8200,Pave,Inside,7,5,2003,2004,847,847,1081,1928,2,1,4,1,8,1,BuiltIn,2003,2,434,2007,219500
331,10020,Pave,Inside,1,1,1922,1950,683,904,0,904,0,1,1,1,4,0,NA,NA,0,0,2009,61000
332,8846,Pave,CulDSac,5,5,1996,1996,870,914,0,914,1,0,2,1,5,0,Detchd,1998,2,576,2006,148000
333,11143,Pave,Corner,8,5,2004,2005,1580,1580,886,2466,3,0,4,1,8,1,Attchd,2004,2,610,2007,340000
334,11394,Pave,Corner,9,2,2010,2010,1856,1856,0,1856,1,1,1,1,8,1,Attchd,2010,3,834,2010,394432
335,8123,Pave,Inside,6,5,2000,2000,982,1007,793,1800,2,1,3,1,7,1,Attchd,2000,2,463,2009,179000
336,5000,Pave,Inside,5,6,1924,1950,1026,1026,665,1691,2,0,3,1,6,1,Detchd,1924,1,308,2010,127000
337,7200,Pave,Inside,7,5,2006,2006,1293,1301,0,1301,2,0,2,1,5,1,Attchd,2006,2,572,2006,187750
338,9245,Pave,Inside,7,5,2006,2006,939,939,858,1797,2,1,3,1,8,0,Attchd,2006,2,639,2007,213500
339,9000,Pave,Corner,6,3,1928,1950,784,784,0,784,1,0,2,1,5,0,Detchd,1950,2,360,2009,76000
340,53107,Pave,Corner,6,5,1992,1992,1580,1079,874,1953,2,1,3,1,9,2,Attchd,1992,2,501,2007,240000
341,3182,Pave,Inside,8,5,2004,2005,1256,1269,0,1269,2,0,2,1,6,1,Attchd,2004,2,430,2010,192000
342,8410,Pave,FR2,5,3,1910,1996,658,658,526,1184,1,0,5,1,8,0,NA,NA,0,0,2006,81000
343,7200,Pave,Inside,6,6,1976,1976,1041,1125,0,1125,1,0,3,1,6,1,Detchd,1977,1,352,2009,125000
344,9382,Pave,CulDSac,7,5,1999,2000,1468,1479,0,1479,2,0,3,1,6,0,Attchd,1999,2,577,2008,191000
345,12474,Pave,Inside,10,5,2007,2008,1682,1742,590,2332,2,1,3,1,9,1,BuiltIn,2008,3,846,2008,426000
346,8405,Pave,Inside,5,8,1900,1950,861,961,406,1367,1,0,4,1,7,0,Detchd,1978,1,384,2008,119000
347,12209,Pave,CulDSac,6,5,2001,2002,804,804,1157,1961,2,1,3,1,7,1,BuiltIn,2001,2,560,2009,215000
348,8339,Pave,Inside,5,7,1959,1959,0,882,0,882,1,0,3,1,5,0,Attchd,1959,1,294,2007,106500
349,7446,Pave,Corner,4,5,1941,1950,788,788,0,788,1,0,2,1,4,2,NA,NA,0,0,2006,100000
350,10134,Pave,Inside,5,6,1940,1950,735,735,299,1034,1,0,2,1,5,0,Detchd,1940,1,240,2007,109000
351,9571,Pave,Inside,5,6,1956,1956,1144,1144,0,1144,1,0,3,1,6,0,Attchd,1956,1,596,2010,129000
352,7200,Pave,Inside,5,5,1972,1972,894,894,0,894,1,0,2,1,6,0,Detchd,1985,2,600,2009,123000
353,7590,Pave,Inside,5,5,1962,1962,864,876,936,1812,2,0,4,1,8,1,Attchd,1962,1,264,2007,169500
354,8967,Pave,Corner,5,2,1920,1950,961,1077,0,1077,1,0,2,1,6,0,Detchd,1920,1,338,2007,67000
355,8125,Pave,Inside,7,5,2006,2007,1092,1112,438,1550,2,0,2,1,7,0,Attchd,2007,2,438,2009,241000
356,14963,Pave,Inside,8,5,1996,1996,1260,1288,0,1288,1,1,1,1,4,2,Attchd,1996,2,500,2008,245500
357,8767,Pave,Inside,7,5,2005,2005,1310,1310,0,1310,2,0,3,1,6,1,Attchd,2005,2,400,2006,164990
358,10200,Pave,Inside,5,8,1940,1997,672,672,0,672,1,0,2,1,4,0,Detchd,1940,1,240,2008,108000
359,12090,Pave,Corner,8,5,1998,1998,1141,1165,1098,2263,2,1,4,1,10,1,BuiltIn,1998,2,420,2006,258000
360,10364,Pave,Inside,6,5,1995,1996,806,806,766,1572,2,1,3,1,7,1,BuiltIn,1995,2,373,2007,168000
361,9991,Pave,Corner,4,4,1976,1993,1281,1620,0,1620,2,0,3,1,8,1,Attchd,1993,2,490,2009,150000
362,9571,Pave,Inside,5,3,1958,1958,1276,1276,0,1276,1,0,3,1,5,0,Attchd,1958,1,350,2009,60000
363,34650,Pave,Inside,5,5,1955,1955,1056,1056,0,1056,1,0,3,1,5,0,Attchd,1955,2,572,2006,145000
364,4403,Pave,Inside,7,5,2009,2009,1470,1478,0,1478,2,1,2,1,7,1,Attchd,2009,2,484,2010,222000
365,8160,Pave,Inside,5,6,1940,1950,756,756,378,1134,1,1,3,1,7,0,Detchd,1940,1,240,2007,126000
366,8450,Pave,Inside,5,6,1968,1968,1056,1056,0,1056,1,0,3,1,6,1,Attchd,1968,1,304,2010,142000
367,7060,Pave,Inside,7,5,1997,1998,1344,1344,0,1344,2,0,2,2,8,0,Attchd,1997,4,784,2008,206300
368,9000,Pave,Inside,6,5,1956,1956,1196,1196,0,1196,1,0,2,1,6,1,Attchd,1956,1,297,2008,139000
369,3378,Pave,Inside,7,8,1946,1992,651,707,682,1389,1,1,3,1,6,2,Detchd,1947,1,240,2009,135000
370,12800,Pave,Inside,7,5,1989,1989,1518,1644,0,1644,2,0,2,1,5,1,Attchd,1989,2,569,2009,275000
371,8593,Pave,Inside,4,6,1957,1957,907,907,0,907,1,0,3,1,5,0,Detchd,1964,1,352,2008,109008
372,6762,Pave,Inside,7,5,2007,2007,1208,1208,0,1208,2,0,2,1,6,0,Attchd,2007,2,628,2007,195400
373,11457,Pave,Corner,6,5,1988,1988,1392,1412,0,1412,2,0,3,1,6,1,Attchd,1988,2,576,2009,175000
374,1680,Pave,Inside,6,5,1971,1971,483,483,504,987,1,1,2,1,4,0,Detchd,1971,1,264,2008,85400
375,5586,Pave,Inside,6,7,1920,1998,901,1088,110,1198,1,0,4,1,7,0,NA,NA,0,0,2008,79900
376,1920,Pave,Inside,5,5,1971,1971,765,765,600,1365,1,1,2,1,6,0,Detchd,1971,2,440,2007,122500
377,10839,Pave,Corner,6,5,1997,1998,926,926,678,1604,2,1,3,1,7,1,Attchd,1997,2,470,2008,181000
378,1890,Pave,Inside,4,7,1972,1972,630,630,0,630,1,0,1,1,3,0,NA,NA,0,0,2008,81000
379,10667,Pave,CulDSac,7,6,1996,1996,799,827,834,1661,2,1,3,1,6,1,Attchd,1996,2,550,2009,212000
380,4400,Pave,Inside,6,8,1920,1950,648,734,384,1118,1,0,2,1,6,0,Detchd,1990,2,440,2006,116000
381,6000,Pave,Inside,6,7,1926,2004,884,904,0,904,1,0,2,1,4,0,Detchd,1926,1,180,2009,119000
382,4280,Pave,Inside,5,6,1913,2002,440,694,0,694,1,0,2,1,4,1,Detchd,1990,1,352,2007,90350
383,12354,Pave,Corner,6,8,1920,2000,684,684,512,1196,1,0,3,1,7,0,Detchd,2005,2,528,2009,110000
384,15431,Pave,Inside,10,5,2008,2008,3094,2402,0,2402,2,0,2,1,10,2,Attchd,2008,3,672,2009,555000
385,12108,Pave,Inside,4,4,1955,1955,1440,1440,0,1440,2,0,4,2,8,0,NA,NA,0,0,2008,118000
386,6240,Pave,Inside,5,7,1930,1992,1078,1128,445,1573,2,0,3,1,8,1,Detchd,1930,2,360,2008,162900
387,3922,Pave,Inside,7,5,2006,2007,1258,1258,0,1258,2,0,2,1,6,1,Attchd,2007,3,648,2007,172500
388,8750,Pave,Inside,7,5,1994,1995,915,933,975,1908,2,1,4,1,8,1,Attchd,1994,2,493,2008,210000
389,9855,Pave,Corner,6,5,1956,1956,1436,1689,0,1689,1,0,3,1,7,1,Attchd,1956,2,480,2009,127500
390,16492,Pave,Corner,6,6,1966,2002,1517,1888,0,1888,2,1,2,1,6,1,Attchd,1966,2,578,2010,190000
391,11214,Pave,Corner,7,5,1998,1999,930,956,930,1886,2,1,4,1,10,1,Attchd,1998,2,431,2006,199900
392,8600,Pave,Inside,6,6,1937,1950,780,780,596,1376,2,0,3,1,7,1,Detchd,1937,1,198,2006,119500
393,6000,Pave,Inside,3,7,1948,2002,649,679,504,1183,1,1,2,1,6,0,Detchd,1981,1,308,2007,120000
394,5684,Pave,Inside,6,8,1930,2005,813,813,0,813,1,0,2,1,5,0,Detchd,1932,1,270,2006,110000
395,70761,Pave,Inside,7,5,1975,1975,1533,1533,0,1533,2,0,2,1,5,2,Attchd,1975,2,576,2006,280000
396,9303,Pave,Corner,6,5,1996,1997,872,888,868,1756,2,1,3,1,7,0,Attchd,1996,2,422,2007,204000
397,9000,Pave,Inside,8,5,2008,2008,768,786,804,1590,2,1,3,1,6,0,Attchd,2008,2,676,2009,210000
398,9297,Pave,Inside,5,5,1976,1976,1728,1728,0,1728,2,0,4,2,8,0,Detchd,1976,2,560,2006,188000
399,9600,Pave,Inside,7,6,1973,1973,1242,1242,0,1242,1,1,3,1,6,1,Attchd,1973,2,528,2007,175500
400,4571,Pave,Inside,5,5,1916,1950,624,624,720,1344,1,0,4,1,7,0,Detchd,1916,3,513,2008,98000
401,53227,Pave,CulDSac,4,6,1954,1994,1364,1663,0,1663,1,0,2,1,6,2,Attchd,1954,2,529,2008,256000
402,5100,Pave,Inside,8,7,1925,1996,588,833,833,1666,1,0,3,1,7,1,Detchd,1925,1,228,2008,161000
403,7015,Pave,Corner,5,4,1950,1950,709,979,224,1203,1,0,3,1,5,1,Detchd,1950,1,352,2009,110000
404,8004,Pave,Inside,8,5,2009,2009,832,832,1103,1935,2,1,3,1,8,0,BuiltIn,2009,2,552,2009,263435
405,7200,Pave,Inside,7,9,1936,2007,560,575,560,1135,1,0,3,1,6,0,Detchd,1971,2,576,2009,155000
406,8281,Pave,Inside,5,5,1965,1965,864,864,0,864,1,0,3,1,5,1,Detchd,1965,1,360,2009,62383
407,11988,Pave,Inside,6,7,1934,1995,715,849,811,1660,1,1,3,1,6,1,Detchd,1939,1,240,2008,188700
408,8430,Pave,Inside,5,5,1978,1978,1040,1040,0,1040,2,0,3,1,5,0,NA,NA,0,0,2009,124000
409,3072,Pave,Inside,7,5,2004,2004,1375,1414,0,1414,2,0,2,1,6,1,Attchd,2004,2,398,2006,178740
410,10628,Pave,Inside,7,5,1970,1970,1277,1277,0,1277,1,0,2,1,5,1,Attchd,1970,2,526,2007,167000
411,9480,Pave,Inside,5,7,1942,1995,728,888,756,1644,1,1,3,1,7,2,Attchd,1942,1,312,2007,146500
412,11428,Pave,Inside,8,5,2006,2006,1626,1634,0,1634,2,0,3,1,7,1,Attchd,2006,3,866,2007,250000
413,9291,Pave,Corner,6,5,1993,1993,832,832,878,1710,2,1,3,1,7,0,Attchd,1993,2,506,2008,187000
414,6820,Pave,Corner,8,5,1985,1985,1488,1502,0,1502,1,1,1,1,4,0,Attchd,1985,2,528,2010,212000
415,11952,Pave,Inside,7,6,1977,1977,808,1161,808,1969,2,1,3,1,8,1,Attchd,1977,2,534,2007,190000
416,3675,Pave,Inside,6,5,2005,2005,547,1072,0,1072,1,0,2,1,5,0,Basment,2005,2,525,2008,148000
417,14977,Pave,Inside,8,5,2006,2007,1976,1976,0,1976,2,0,2,1,7,1,Attchd,2006,3,908,2007,440000
418,5330,Pave,Inside,8,5,2000,2000,1494,1652,0,1652,2,0,2,1,6,0,Attchd,2000,2,499,2007,251000
419,8480,Pave,Corner,5,6,1963,1963,970,970,0,970,1,0,2,1,5,0,Detchd,1996,2,624,2007,132500
420,13125,Pave,Inside,6,5,1997,1998,1478,1493,0,1493,2,0,3,1,7,1,Attchd,1997,2,508,2008,208900
421,13693,Pave,Inside,9,5,2006,2006,2153,2069,574,2643,2,1,3,1,9,1,BuiltIn,2006,3,694,2007,380000
422,10637,Pave,Inside,8,5,2007,2008,1705,1718,0,1718,2,0,3,1,7,1,Attchd,2007,3,826,2009,297000
423,5925,Pave,Inside,4,7,1937,2000,907,1131,0,1131,1,0,2,1,7,0,Detchd,1995,2,672,2007,89471
424,16033,Pave,FR2,9,5,2004,2005,1833,1850,0,1850,2,0,3,1,8,1,Attchd,2004,3,772,2006,326000
425,11846,Pave,Inside,9,5,2003,2004,1792,1792,0,1792,2,0,2,1,6,1,Attchd,2003,3,874,2006,374000
426,2500,Pave,Corner,7,8,1915,2005,910,916,910,1826,1,1,4,1,7,1,Attchd,1915,1,164,2009,155000
427,4500,Pave,FR2,6,5,1998,1998,1216,1216,0,1216,2,0,2,1,5,0,Attchd,1998,2,402,2006,164000
428,7758,Pave,Corner,5,7,1962,2001,999,999,0,999,1,0,3,1,6,0,Detchd,1963,1,264,2007,132500
429,9600,Pave,Inside,5,7,1950,2007,1113,1113,0,1113,1,0,3,1,5,1,Attchd,1950,1,264,2009,147000
430,10289,Pave,Inside,5,7,1965,1965,1073,1073,0,1073,1,1,3,1,6,0,Attchd,1965,2,515,2007,156000
431,12243,Pave,Inside,5,6,1971,1971,1484,1484,0,1484,2,0,3,1,7,1,Attchd,1971,2,487,2007,175000
432,10800,Pave,Corner,5,4,1900,1970,954,1766,648,2414,2,0,3,2,10,1,Attchd,1970,2,520,2006,160000
433,1526,Pave,Inside,4,8,1970,2002,630,630,0,630,1,0,1,1,3,0,Attchd,1970,1,286,2009,86000
434,2665,Pave,Inside,5,6,1976,1976,264,616,688,1304,1,1,3,1,4,1,BuiltIn,1976,1,336,2008,115000
435,9490,Pave,Inside,6,7,1941,1950,806,958,620,1578,1,0,3,1,5,2,Attchd,1941,1,240,2006,133000
